Node	Time	ActivationFactorUpRegulation
74	19	0
75	19	0
76	19	1
77	19	0
78	19	0
79	19	0
80	19	1
81	19	1
82	19	1
83	19	0
84	19	1
85	19	0
86	19	1
87	19	1
88	19	0
89	19	1
90	19	1
91	19	0
92	19	0
93	19	1
94	19	1
95	19	1
96	19	0
97	19	1
98	19	0
99	19	0
100	19	0
101	19	1
102	19	0
103	19	0
104	19	1
105	19	0
106	19	0
107	19	0
108	19	0
109	19	1
110	19	1
111	19	0
112	19	0
58	20	0
59	20	0
60	20	0
61	20	0
62	20	0
63	20	0
64	20	0
65	20	0
66	20	0
67	20	0
68	20	0
69	20	1
70	20	1
71	20	1
72	20	0
73	20	0
74	20	0
75	20	1
76	20	1
77	20	0
78	20	0
79	20	0
80	20	0
81	20	1
82	20	0
83	20	0
84	20	0
85	20	1
86	20	1
87	20	0
88	20	0
89	20	1
90	20	1
91	20	0
92	20	0
93	20	0
94	20	1
95	20	0
96	20	1
97	20	1
98	20	0
99	20	0
100	20	0
101	20	0
102	20	1
103	20	1
104	20	1
105	20	0
106	20	0
107	20	0
108	20	0
109	20	1
110	20	0
111	20	0
112	20	0
58	21	1
59	21	0
60	21	1
61	21	1
62	21	0
63	21	1
64	21	1
65	21	0
66	21	0
67	21	0
68	21	0
69	21	0
70	21	0
71	21	0
72	21	0
73	21	0
74	21	0
75	21	0
76	21	0
77	21	0
78	21	0
79	21	1
80	21	1
81	21	0
82	21	1
83	21	1
84	21	1
85	21	0
86	21	0
87	21	0
88	21	0
89	21	1
90	21	0
91	21	0
92	21	1
93	21	0
94	21	0
95	21	0
96	21	1
97	21	1
98	21	1
99	21	1
100	21	0
101	21	0
102	21	1
103	21	0
104	21	0
105	21	1
106	21	1
107	21	0
108	21	0
109	21	0
110	21	0
111	21	0
112	21	1
58	22	0
59	22	0
60	22	0
61	22	1
62	22	1
63	22	0
64	22	1
65	22	1
66	22	1
67	22	1
68	22	1
69	22	0
70	22	0
71	22	1
72	22	1
73	22	0
74	22	1
75	22	0
76	22	1
77	22	0
78	22	1
79	22	0
80	22	0
81	22	1
82	22	0
83	22	0
84	22	0
85	22	0
86	22	1
87	22	1
88	22	0
89	22	0
90	22	0
91	22	1
92	22	1
93	22	1
94	22	0
95	22	1
96	22	1
97	22	0
98	22	0
99	22	0
100	22	1
101	22	1
102	22	0
103	22	1
104	22	0
105	22	0
106	22	0
107	22	1
108	22	0
109	22	1
110	22	1
111	22	0
112	22	0
58	23	0
59	23	0
60	23	1
61	23	0
62	23	0
63	23	1
64	23	1
65	23	0
66	23	0
67	23	1
68	23	1
69	23	0
70	23	0
71	23	1
72	23	0
73	23	1
74	23	0
75	23	0
76	23	0
77	23	1
78	23	0
79	23	0
80	23	1
81	23	0
82	23	1
83	23	1
84	23	0
85	23	0
86	23	1
87	23	1
88	23	0
89	23	0
90	23	0
91	23	1
92	23	1
93	23	0
94	23	0
95	23	0
96	23	1
97	23	1
98	23	0
99	23	1
100	23	1
101	23	1
102	23	0
103	23	0
104	23	0
105	23	0
106	23	1
107	23	0
108	23	0
109	23	0
110	23	1
111	23	0
112	23	0
58	24	1
59	24	1
60	24	0
61	24	1
62	24	1
63	24	0
64	24	1
65	24	0
66	24	0
67	24	1
68	24	1
69	24	1
70	24	0
71	24	0
72	24	1
73	24	0
74	24	0
75	24	1
76	24	1
77	24	1
78	24	1
79	24	1
80	24	0
81	24	0
82	24	0
83	24	0
84	24	1
85	24	1
86	24	0
87	24	1
88	24	0
89	24	0
90	24	1
91	24	0
92	24	0
93	24	0
94	24	0
95	24	1
96	24	0
97	24	0
98	24	1
99	24	0
100	24	1
101	24	1
102	24	0
103	24	0
104	24	0
105	24	0
106	24	1
107	24	0
108	24	1
109	24	1
110	24	0
111	24	1
112	24	0
