Node	Time	Technology	CostExport
109	11	DieselReserveGenerator	0.0
109	12	DieselReserveGenerator	0.0
109	13	DieselReserveGenerator	0.0
109	14	DieselReserveGenerator	0.0
109	15	DieselReserveGenerator	0.0
109	16	DieselReserveGenerator	0.0
109	17	DieselReserveGenerator	0.0
109	18	DieselReserveGenerator	0.0
109	19	DieselReserveGenerator	0.0
109	20	DieselReserveGenerator	0.0
109	21	DieselReserveGenerator	0.0
109	22	DieselReserveGenerator	0.0
109	23	DieselReserveGenerator	0.0
109	24	DieselReserveGenerator	0.0
109	1	H2_Grid	0.0
109	2	H2_Grid	0.0
109	3	H2_Grid	0.0
109	4	H2_Grid	0.0
109	5	H2_Grid	0.0
109	6	H2_Grid	0.0
109	7	H2_Grid	0.0
109	8	H2_Grid	0.0
109	9	H2_Grid	0.0
109	10	H2_Grid	0.0
109	11	H2_Grid	0.0
109	12	H2_Grid	0.0
109	13	H2_Grid	0.0
109	14	H2_Grid	0.0
109	15	H2_Grid	0.0
109	16	H2_Grid	0.0
109	17	H2_Grid	0.0
109	18	H2_Grid	0.0
109	19	H2_Grid	0.0
109	20	H2_Grid	0.0
109	21	H2_Grid	0.0
109	22	H2_Grid	0.0
109	23	H2_Grid	0.0
109	24	H2_Grid	0.0
109	1	Direct_Firing	0.0
109	2	Direct_Firing	0.0
109	3	Direct_Firing	0.0
109	4	Direct_Firing	0.0
109	5	Direct_Firing	0.0
109	6	Direct_Firing	0.0
109	7	Direct_Firing	0.0
109	8	Direct_Firing	0.0
109	9	Direct_Firing	0.0
109	10	Direct_Firing	0.0
109	11	Direct_Firing	0.0
109	12	Direct_Firing	0.0
109	13	Direct_Firing	0.0
109	14	Direct_Firing	0.0
109	15	Direct_Firing	0.0
109	16	Direct_Firing	0.0
109	17	Direct_Firing	0.0
109	18	Direct_Firing	0.0
109	19	Direct_Firing	0.0
109	20	Direct_Firing	0.0
109	21	Direct_Firing	0.0
109	22	Direct_Firing	0.0
109	23	Direct_Firing	0.0
109	24	Direct_Firing	0.0
110	1	Power_Grid	0.0
110	2	Power_Grid	0.0
110	3	Power_Grid	0.0
110	4	Power_Grid	0.0
110	5	Power_Grid	0.0
110	6	Power_Grid	0.0
110	7	Power_Grid	0.0
110	8	Power_Grid	0.0
110	9	Power_Grid	0.0
110	10	Power_Grid	0.0
110	11	Power_Grid	0.0
110	12	Power_Grid	0.0
110	13	Power_Grid	0.0
110	14	Power_Grid	0.0
110	15	Power_Grid	0.0
110	16	Power_Grid	0.0
110	17	Power_Grid	0.0
110	18	Power_Grid	0.0
110	19	Power_Grid	0.0
110	20	Power_Grid	0.0
110	21	Power_Grid	0.0
110	22	Power_Grid	0.0
110	23	Power_Grid	0.0
110	24	Power_Grid	0.0
110	1	ElectricBoiler	0.0
110	2	ElectricBoiler	0.0
110	3	ElectricBoiler	0.0
110	4	ElectricBoiler	0.0
110	5	ElectricBoiler	0.0
110	6	ElectricBoiler	0.0
110	7	ElectricBoiler	0.0
110	8	ElectricBoiler	0.0
110	9	ElectricBoiler	0.0
110	10	ElectricBoiler	0.0
110	11	ElectricBoiler	0.0
110	12	ElectricBoiler	0.0
110	13	ElectricBoiler	0.0
110	14	ElectricBoiler	0.0
110	15	ElectricBoiler	0.0
110	16	ElectricBoiler	0.0
110	17	ElectricBoiler	0.0
110	18	ElectricBoiler	0.0
110	19	ElectricBoiler	0.0
110	20	ElectricBoiler	0.0
110	21	ElectricBoiler	0.0
110	22	ElectricBoiler	0.0
110	23	ElectricBoiler	0.0
110	24	ElectricBoiler	0.0
110	1	HP_LT	0.0
110	2	HP_LT	0.0
110	3	HP_LT	0.0
110	4	HP_LT	0.0
110	5	HP_LT	0.0
110	6	HP_LT	0.0
110	7	HP_LT	0.0
110	8	HP_LT	0.0
110	9	HP_LT	0.0
110	10	HP_LT	0.0
110	11	HP_LT	0.0
110	12	HP_LT	0.0
110	13	HP_LT	0.0
110	14	HP_LT	0.0
110	15	HP_LT	0.0
110	16	HP_LT	0.0
110	17	HP_LT	0.0
110	18	HP_LT	0.0
110	19	HP_LT	0.0
110	20	HP_LT	0.0
110	21	HP_LT	0.0
110	22	HP_LT	0.0
110	23	HP_LT	0.0
110	24	HP_LT	0.0
110	1	HP_MT	0.0
110	2	HP_MT	0.0
110	3	HP_MT	0.0
110	4	HP_MT	0.0
110	5	HP_MT	0.0
110	6	HP_MT	0.0
110	7	HP_MT	0.0
110	8	HP_MT	0.0
110	9	HP_MT	0.0
110	10	HP_MT	0.0
110	11	HP_MT	0.0
110	12	HP_MT	0.0
110	13	HP_MT	0.0
110	14	HP_MT	0.0
110	15	HP_MT	0.0
110	16	HP_MT	0.0
110	17	HP_MT	0.0
110	18	HP_MT	0.0
110	19	HP_MT	0.0
110	20	HP_MT	0.0
110	21	HP_MT	0.0
110	22	HP_MT	0.0
110	23	HP_MT	0.0
110	24	HP_MT	0.0
110	1	PV	0.0
110	2	PV	0.0
110	3	PV	0.0
110	4	PV	0.0
110	5	PV	0.0
110	6	PV	0.0
110	7	PV	0.0
110	8	PV	0.0
110	9	PV	0.0
110	10	PV	0.0
110	11	PV	0.0
110	12	PV	0.0
110	13	PV	0.0
110	14	PV	0.0
110	15	PV	0.0
110	16	PV	0.0
110	17	PV	0.0
110	18	PV	0.0
110	19	PV	0.0
110	20	PV	0.0
110	21	PV	0.0
110	22	PV	0.0
110	23	PV	0.0
110	24	PV	0.0
110	1	P2G	0.0
110	2	P2G	0.0
110	3	P2G	0.0
110	4	P2G	0.0
110	5	P2G	0.0
110	6	P2G	0.0
110	7	P2G	0.0
110	8	P2G	0.0
110	9	P2G	0.0
110	10	P2G	0.0
110	11	P2G	0.0
110	12	P2G	0.0
110	13	P2G	0.0
110	14	P2G	0.0
110	15	P2G	0.0
110	16	P2G	0.0
110	17	P2G	0.0
110	18	P2G	0.0
110	19	P2G	0.0
110	20	P2G	0.0
110	21	P2G	0.0
110	22	P2G	0.0
110	23	P2G	0.0
110	24	P2G	0.0
110	1	G2P	0.0
110	2	G2P	0.0
110	3	G2P	0.0
110	4	G2P	0.0
110	5	G2P	0.0
110	6	G2P	0.0
110	7	G2P	0.0
110	8	G2P	0.0
110	9	G2P	0.0
110	10	G2P	0.0
110	11	G2P	0.0
110	12	G2P	0.0
110	13	G2P	0.0
110	14	G2P	0.0
110	15	G2P	0.0
110	16	G2P	0.0
110	17	G2P	0.0
110	18	G2P	0.0
110	19	G2P	0.0
110	20	G2P	0.0
110	21	G2P	0.0
110	22	G2P	0.0
110	23	G2P	0.0
110	24	G2P	0.0
110	1	GasBoiler	0.0
110	2	GasBoiler	0.0
110	3	GasBoiler	0.0
110	4	GasBoiler	0.0
110	5	GasBoiler	0.0
110	6	GasBoiler	0.0
110	7	GasBoiler	0.0
110	8	GasBoiler	0.0
110	9	GasBoiler	0.0
110	10	GasBoiler	0.0
110	11	GasBoiler	0.0
110	12	GasBoiler	0.0
110	13	GasBoiler	0.0
110	14	GasBoiler	0.0
110	15	GasBoiler	0.0
110	16	GasBoiler	0.0
110	17	GasBoiler	0.0
110	18	GasBoiler	0.0
110	19	GasBoiler	0.0
110	20	GasBoiler	0.0
110	21	GasBoiler	0.0
110	22	GasBoiler	0.0
110	23	GasBoiler	0.0
110	24	GasBoiler	0.0
110	1	GasBoiler_CCS	0.0
110	2	GasBoiler_CCS	0.0
110	3	GasBoiler_CCS	0.0
110	4	GasBoiler_CCS	0.0
110	5	GasBoiler_CCS	0.0
110	6	GasBoiler_CCS	0.0
110	7	GasBoiler_CCS	0.0
110	8	GasBoiler_CCS	0.0
110	9	GasBoiler_CCS	0.0
110	10	GasBoiler_CCS	0.0
110	11	GasBoiler_CCS	0.0
110	12	GasBoiler_CCS	0.0
110	13	GasBoiler_CCS	0.0
110	14	GasBoiler_CCS	0.0
110	15	GasBoiler_CCS	0.0
110	16	GasBoiler_CCS	0.0
110	17	GasBoiler_CCS	0.0
110	18	GasBoiler_CCS	0.0
110	19	GasBoiler_CCS	0.0
110	20	GasBoiler_CCS	0.0
110	21	GasBoiler_CCS	0.0
110	22	GasBoiler_CCS	0.0
110	23	GasBoiler_CCS	0.0
110	24	GasBoiler_CCS	0.0
110	1	CHP	0.0
110	2	CHP	0.0
110	3	CHP	0.0
110	4	CHP	0.0
110	5	CHP	0.0
110	6	CHP	0.0
110	7	CHP	0.0
110	8	CHP	0.0
110	9	CHP	0.0
110	10	CHP	0.0
110	11	CHP	0.0
110	12	CHP	0.0
110	13	CHP	0.0
110	14	CHP	0.0
110	15	CHP	0.0
110	16	CHP	0.0
110	17	CHP	0.0
110	18	CHP	0.0
110	19	CHP	0.0
110	20	CHP	0.0
110	21	CHP	0.0
110	22	CHP	0.0
110	23	CHP	0.0
110	24	CHP	0.0
110	1	CHP_CCS	0.0
110	2	CHP_CCS	0.0
110	3	CHP_CCS	0.0
110	4	CHP_CCS	0.0
110	5	CHP_CCS	0.0
110	6	CHP_CCS	0.0
110	7	CHP_CCS	0.0
110	8	CHP_CCS	0.0
110	9	CHP_CCS	0.0
110	10	CHP_CCS	0.0
110	11	CHP_CCS	0.0
110	12	CHP_CCS	0.0
110	13	CHP_CCS	0.0
110	14	CHP_CCS	0.0
110	15	CHP_CCS	0.0
110	16	CHP_CCS	0.0
110	17	CHP_CCS	0.0
110	18	CHP_CCS	0.0
110	19	CHP_CCS	0.0
110	20	CHP_CCS	0.0
110	21	CHP_CCS	0.0
110	22	CHP_CCS	0.0
110	23	CHP_CCS	0.0
110	24	CHP_CCS	0.0
110	1	Biogas_Grid	0.0
110	2	Biogas_Grid	0.0
110	3	Biogas_Grid	0.0
110	4	Biogas_Grid	0.0
110	5	Biogas_Grid	0.0
110	6	Biogas_Grid	0.0
110	7	Biogas_Grid	0.0
110	8	Biogas_Grid	0.0
110	9	Biogas_Grid	0.0
110	10	Biogas_Grid	0.0
110	11	Biogas_Grid	0.0
110	12	Biogas_Grid	0.0
110	13	Biogas_Grid	0.0
110	14	Biogas_Grid	0.0
110	15	Biogas_Grid	0.0
110	16	Biogas_Grid	0.0
110	17	Biogas_Grid	0.0
110	18	Biogas_Grid	0.0
110	19	Biogas_Grid	0.0
110	20	Biogas_Grid	0.0
110	21	Biogas_Grid	0.0
110	22	Biogas_Grid	0.0
110	23	Biogas_Grid	0.0
110	24	Biogas_Grid	0.0
110	1	CH4_Grid	0.0
110	2	CH4_Grid	0.0
110	3	CH4_Grid	0.0
110	4	CH4_Grid	0.0
110	5	CH4_Grid	0.0
110	6	CH4_Grid	0.0
110	7	CH4_Grid	0.0
110	8	CH4_Grid	0.0
110	9	CH4_Grid	0.0
110	10	CH4_Grid	0.0
110	11	CH4_Grid	0.0
110	12	CH4_Grid	0.0
110	13	CH4_Grid	0.0
110	14	CH4_Grid	0.0
110	15	CH4_Grid	0.0
110	16	CH4_Grid	0.0
110	17	CH4_Grid	0.0
110	18	CH4_Grid	0.0
110	19	CH4_Grid	0.0
110	20	CH4_Grid	0.0
110	21	CH4_Grid	0.0
110	22	CH4_Grid	0.0
110	23	CH4_Grid	0.0
110	24	CH4_Grid	0.0
110	1	CH4_H2_Mixer	0.0
110	2	CH4_H2_Mixer	0.0
110	3	CH4_H2_Mixer	0.0
110	4	CH4_H2_Mixer	0.0
110	5	CH4_H2_Mixer	0.0
110	6	CH4_H2_Mixer	0.0
110	7	CH4_H2_Mixer	0.0
110	8	CH4_H2_Mixer	0.0
110	9	CH4_H2_Mixer	0.0
110	10	CH4_H2_Mixer	0.0
110	11	CH4_H2_Mixer	0.0
110	12	CH4_H2_Mixer	0.0
110	13	CH4_H2_Mixer	0.0
110	14	CH4_H2_Mixer	0.0
110	15	CH4_H2_Mixer	0.0
110	16	CH4_H2_Mixer	0.0
110	17	CH4_H2_Mixer	0.0
110	18	CH4_H2_Mixer	0.0
110	19	CH4_H2_Mixer	0.0
110	20	CH4_H2_Mixer	0.0
110	21	CH4_H2_Mixer	0.0
110	22	CH4_H2_Mixer	0.0
110	23	CH4_H2_Mixer	0.0
110	24	CH4_H2_Mixer	0.0
110	1	DieselReserveGenerator	0.0
110	2	DieselReserveGenerator	0.0
110	3	DieselReserveGenerator	0.0
110	4	DieselReserveGenerator	0.0
110	5	DieselReserveGenerator	0.0
110	6	DieselReserveGenerator	0.0
110	7	DieselReserveGenerator	0.0
110	8	DieselReserveGenerator	0.0
110	9	DieselReserveGenerator	0.0
110	10	DieselReserveGenerator	0.0
110	11	DieselReserveGenerator	0.0
110	12	DieselReserveGenerator	0.0
110	13	DieselReserveGenerator	0.0
110	14	DieselReserveGenerator	0.0
110	15	DieselReserveGenerator	0.0
110	16	DieselReserveGenerator	0.0
110	17	DieselReserveGenerator	0.0
110	18	DieselReserveGenerator	0.0
110	19	DieselReserveGenerator	0.0
110	20	DieselReserveGenerator	0.0
110	21	DieselReserveGenerator	0.0
110	22	DieselReserveGenerator	0.0
110	23	DieselReserveGenerator	0.0
110	24	DieselReserveGenerator	0.0
110	1	H2_Grid	0.0
110	2	H2_Grid	0.0
110	3	H2_Grid	0.0
110	4	H2_Grid	0.0
110	5	H2_Grid	0.0
110	6	H2_Grid	0.0
110	7	H2_Grid	0.0
110	8	H2_Grid	0.0
110	9	H2_Grid	0.0
110	10	H2_Grid	0.0
110	11	H2_Grid	0.0
110	12	H2_Grid	0.0
110	13	H2_Grid	0.0
110	14	H2_Grid	0.0
110	15	H2_Grid	0.0
110	16	H2_Grid	0.0
110	17	H2_Grid	0.0
110	18	H2_Grid	0.0
110	19	H2_Grid	0.0
110	20	H2_Grid	0.0
110	21	H2_Grid	0.0
110	22	H2_Grid	0.0
110	23	H2_Grid	0.0
110	24	H2_Grid	0.0
110	1	Direct_Firing	0.0
110	2	Direct_Firing	0.0
110	3	Direct_Firing	0.0
110	4	Direct_Firing	0.0
110	5	Direct_Firing	0.0
110	6	Direct_Firing	0.0
110	7	Direct_Firing	0.0
110	8	Direct_Firing	0.0
110	9	Direct_Firing	0.0
110	10	Direct_Firing	0.0
110	11	Direct_Firing	0.0
110	12	Direct_Firing	0.0
110	13	Direct_Firing	0.0
110	14	Direct_Firing	0.0
110	15	Direct_Firing	0.0
110	16	Direct_Firing	0.0
110	17	Direct_Firing	0.0
110	18	Direct_Firing	0.0
110	19	Direct_Firing	0.0
110	20	Direct_Firing	0.0
110	21	Direct_Firing	0.0
110	22	Direct_Firing	0.0
110	23	Direct_Firing	0.0
110	24	Direct_Firing	0.0
111	1	Power_Grid	0.0
111	2	Power_Grid	0.0
111	3	Power_Grid	0.0
111	4	Power_Grid	0.0
111	5	Power_Grid	0.0
111	6	Power_Grid	0.0
111	7	Power_Grid	0.0
111	8	Power_Grid	0.0
111	9	Power_Grid	0.0
111	10	Power_Grid	0.0
111	11	Power_Grid	0.0
111	12	Power_Grid	0.0
111	13	Power_Grid	0.0
111	14	Power_Grid	0.0
111	15	Power_Grid	0.0
111	16	Power_Grid	0.0
111	17	Power_Grid	0.0
111	18	Power_Grid	0.0
111	19	Power_Grid	0.0
111	20	Power_Grid	0.0
111	21	Power_Grid	0.0
111	22	Power_Grid	0.0
111	23	Power_Grid	0.0
111	24	Power_Grid	0.0
111	1	ElectricBoiler	0.0
111	2	ElectricBoiler	0.0
111	3	ElectricBoiler	0.0
111	4	ElectricBoiler	0.0
111	5	ElectricBoiler	0.0
111	6	ElectricBoiler	0.0
111	7	ElectricBoiler	0.0
111	8	ElectricBoiler	0.0
111	9	ElectricBoiler	0.0
111	10	ElectricBoiler	0.0
111	11	ElectricBoiler	0.0
111	12	ElectricBoiler	0.0
111	13	ElectricBoiler	0.0
111	14	ElectricBoiler	0.0
111	15	ElectricBoiler	0.0
111	16	ElectricBoiler	0.0
111	17	ElectricBoiler	0.0
111	18	ElectricBoiler	0.0
111	19	ElectricBoiler	0.0
111	20	ElectricBoiler	0.0
111	21	ElectricBoiler	0.0
111	22	ElectricBoiler	0.0
111	23	ElectricBoiler	0.0
111	24	ElectricBoiler	0.0
111	1	HP_LT	0.0
111	2	HP_LT	0.0
111	3	HP_LT	0.0
111	4	HP_LT	0.0
111	5	HP_LT	0.0
111	6	HP_LT	0.0
111	7	HP_LT	0.0
111	8	HP_LT	0.0
111	9	HP_LT	0.0
111	10	HP_LT	0.0
111	11	HP_LT	0.0
111	12	HP_LT	0.0
111	13	HP_LT	0.0
111	14	HP_LT	0.0
111	15	HP_LT	0.0
111	16	HP_LT	0.0
111	17	HP_LT	0.0
111	18	HP_LT	0.0
111	19	HP_LT	0.0
111	20	HP_LT	0.0
111	21	HP_LT	0.0
111	22	HP_LT	0.0
111	23	HP_LT	0.0
111	24	HP_LT	0.0
111	1	HP_MT	0.0
111	2	HP_MT	0.0
111	3	HP_MT	0.0
111	4	HP_MT	0.0
111	5	HP_MT	0.0
111	6	HP_MT	0.0
111	7	HP_MT	0.0
111	8	HP_MT	0.0
111	9	HP_MT	0.0
111	10	HP_MT	0.0
111	11	HP_MT	0.0
111	12	HP_MT	0.0
111	13	HP_MT	0.0
111	14	HP_MT	0.0
111	15	HP_MT	0.0
111	16	HP_MT	0.0
111	17	HP_MT	0.0
111	18	HP_MT	0.0
111	19	HP_MT	0.0
111	20	HP_MT	0.0
111	21	HP_MT	0.0
111	22	HP_MT	0.0
111	23	HP_MT	0.0
111	24	HP_MT	0.0
111	1	PV	0.0
111	2	PV	0.0
111	3	PV	0.0
111	4	PV	0.0
111	5	PV	0.0
111	6	PV	0.0
111	7	PV	0.0
111	8	PV	0.0
111	9	PV	0.0
111	10	PV	0.0
111	11	PV	0.0
111	12	PV	0.0
111	13	PV	0.0
111	14	PV	0.0
111	15	PV	0.0
111	16	PV	0.0
111	17	PV	0.0
111	18	PV	0.0
111	19	PV	0.0
111	20	PV	0.0
111	21	PV	0.0
111	22	PV	0.0
111	23	PV	0.0
111	24	PV	0.0
111	1	P2G	0.0
111	2	P2G	0.0
111	3	P2G	0.0
111	4	P2G	0.0
111	5	P2G	0.0
111	6	P2G	0.0
111	7	P2G	0.0
111	8	P2G	0.0
111	9	P2G	0.0
111	10	P2G	0.0
111	11	P2G	0.0
111	12	P2G	0.0
111	13	P2G	0.0
111	14	P2G	0.0
111	15	P2G	0.0
111	16	P2G	0.0
111	17	P2G	0.0
111	18	P2G	0.0
111	19	P2G	0.0
111	20	P2G	0.0
111	21	P2G	0.0
111	22	P2G	0.0
111	23	P2G	0.0
111	24	P2G	0.0
111	1	G2P	0.0
111	2	G2P	0.0
111	3	G2P	0.0
111	4	G2P	0.0
111	5	G2P	0.0
111	6	G2P	0.0
111	7	G2P	0.0
111	8	G2P	0.0
111	9	G2P	0.0
111	10	G2P	0.0
111	11	G2P	0.0
111	12	G2P	0.0
111	13	G2P	0.0
111	14	G2P	0.0
111	15	G2P	0.0
111	16	G2P	0.0
111	17	G2P	0.0
111	18	G2P	0.0
111	19	G2P	0.0
111	20	G2P	0.0
111	21	G2P	0.0
111	22	G2P	0.0
111	23	G2P	0.0
111	24	G2P	0.0
111	1	GasBoiler	0.0
111	2	GasBoiler	0.0
111	3	GasBoiler	0.0
111	4	GasBoiler	0.0
111	5	GasBoiler	0.0
111	6	GasBoiler	0.0
111	7	GasBoiler	0.0
111	8	GasBoiler	0.0
111	9	GasBoiler	0.0
111	10	GasBoiler	0.0
111	11	GasBoiler	0.0
111	12	GasBoiler	0.0
111	13	GasBoiler	0.0
111	14	GasBoiler	0.0
111	15	GasBoiler	0.0
111	16	GasBoiler	0.0
111	17	GasBoiler	0.0
111	18	GasBoiler	0.0
111	19	GasBoiler	0.0
111	20	GasBoiler	0.0
111	21	GasBoiler	0.0
111	22	GasBoiler	0.0
111	23	GasBoiler	0.0
111	24	GasBoiler	0.0
111	1	GasBoiler_CCS	0.0
111	2	GasBoiler_CCS	0.0
111	3	GasBoiler_CCS	0.0
111	4	GasBoiler_CCS	0.0
111	5	GasBoiler_CCS	0.0
111	6	GasBoiler_CCS	0.0
111	7	GasBoiler_CCS	0.0
111	8	GasBoiler_CCS	0.0
111	9	GasBoiler_CCS	0.0
111	10	GasBoiler_CCS	0.0
111	11	GasBoiler_CCS	0.0
111	12	GasBoiler_CCS	0.0
111	13	GasBoiler_CCS	0.0
111	14	GasBoiler_CCS	0.0
111	15	GasBoiler_CCS	0.0
111	16	GasBoiler_CCS	0.0
111	17	GasBoiler_CCS	0.0
111	18	GasBoiler_CCS	0.0
111	19	GasBoiler_CCS	0.0
111	20	GasBoiler_CCS	0.0
111	21	GasBoiler_CCS	0.0
111	22	GasBoiler_CCS	0.0
111	23	GasBoiler_CCS	0.0
111	24	GasBoiler_CCS	0.0
111	1	CHP	0.0
111	2	CHP	0.0
111	3	CHP	0.0
111	4	CHP	0.0
111	5	CHP	0.0
111	6	CHP	0.0
111	7	CHP	0.0
111	8	CHP	0.0
111	9	CHP	0.0
111	10	CHP	0.0
111	11	CHP	0.0
111	12	CHP	0.0
111	13	CHP	0.0
111	14	CHP	0.0
111	15	CHP	0.0
111	16	CHP	0.0
111	17	CHP	0.0
111	18	CHP	0.0
111	19	CHP	0.0
111	20	CHP	0.0
111	21	CHP	0.0
111	22	CHP	0.0
111	23	CHP	0.0
111	24	CHP	0.0
111	1	CHP_CCS	0.0
111	2	CHP_CCS	0.0
111	3	CHP_CCS	0.0
111	4	CHP_CCS	0.0
111	5	CHP_CCS	0.0
111	6	CHP_CCS	0.0
111	7	CHP_CCS	0.0
111	8	CHP_CCS	0.0
111	9	CHP_CCS	0.0
111	10	CHP_CCS	0.0
111	11	CHP_CCS	0.0
111	12	CHP_CCS	0.0
111	13	CHP_CCS	0.0
111	14	CHP_CCS	0.0
111	15	CHP_CCS	0.0
111	16	CHP_CCS	0.0
111	17	CHP_CCS	0.0
111	18	CHP_CCS	0.0
111	19	CHP_CCS	0.0
111	20	CHP_CCS	0.0
111	21	CHP_CCS	0.0
111	22	CHP_CCS	0.0
111	23	CHP_CCS	0.0
111	24	CHP_CCS	0.0
111	1	Biogas_Grid	0.0
111	2	Biogas_Grid	0.0
111	3	Biogas_Grid	0.0
111	4	Biogas_Grid	0.0
111	5	Biogas_Grid	0.0
111	6	Biogas_Grid	0.0
111	7	Biogas_Grid	0.0
111	8	Biogas_Grid	0.0
111	9	Biogas_Grid	0.0
111	10	Biogas_Grid	0.0
111	11	Biogas_Grid	0.0
111	12	Biogas_Grid	0.0
111	13	Biogas_Grid	0.0
111	14	Biogas_Grid	0.0
111	15	Biogas_Grid	0.0
111	16	Biogas_Grid	0.0
111	17	Biogas_Grid	0.0
111	18	Biogas_Grid	0.0
111	19	Biogas_Grid	0.0
111	20	Biogas_Grid	0.0
111	21	Biogas_Grid	0.0
111	22	Biogas_Grid	0.0
111	23	Biogas_Grid	0.0
111	24	Biogas_Grid	0.0
111	1	CH4_Grid	0.0
111	2	CH4_Grid	0.0
111	3	CH4_Grid	0.0
111	4	CH4_Grid	0.0
111	5	CH4_Grid	0.0
111	6	CH4_Grid	0.0
111	7	CH4_Grid	0.0
111	8	CH4_Grid	0.0
111	9	CH4_Grid	0.0
111	10	CH4_Grid	0.0
111	11	CH4_Grid	0.0
111	12	CH4_Grid	0.0
111	13	CH4_Grid	0.0
111	14	CH4_Grid	0.0
111	15	CH4_Grid	0.0
111	16	CH4_Grid	0.0
111	17	CH4_Grid	0.0
111	18	CH4_Grid	0.0
111	19	CH4_Grid	0.0
111	20	CH4_Grid	0.0
111	21	CH4_Grid	0.0
111	22	CH4_Grid	0.0
111	23	CH4_Grid	0.0
111	24	CH4_Grid	0.0
111	1	CH4_H2_Mixer	0.0
111	2	CH4_H2_Mixer	0.0
111	3	CH4_H2_Mixer	0.0
111	4	CH4_H2_Mixer	0.0
111	5	CH4_H2_Mixer	0.0
111	6	CH4_H2_Mixer	0.0
111	7	CH4_H2_Mixer	0.0
111	8	CH4_H2_Mixer	0.0
111	9	CH4_H2_Mixer	0.0
111	10	CH4_H2_Mixer	0.0
111	11	CH4_H2_Mixer	0.0
111	12	CH4_H2_Mixer	0.0
111	13	CH4_H2_Mixer	0.0
111	14	CH4_H2_Mixer	0.0
111	15	CH4_H2_Mixer	0.0
111	16	CH4_H2_Mixer	0.0
111	17	CH4_H2_Mixer	0.0
111	18	CH4_H2_Mixer	0.0
111	19	CH4_H2_Mixer	0.0
111	20	CH4_H2_Mixer	0.0
111	21	CH4_H2_Mixer	0.0
111	22	CH4_H2_Mixer	0.0
111	23	CH4_H2_Mixer	0.0
111	24	CH4_H2_Mixer	0.0
111	1	DieselReserveGenerator	0.0
111	2	DieselReserveGenerator	0.0
111	3	DieselReserveGenerator	0.0
111	4	DieselReserveGenerator	0.0
111	5	DieselReserveGenerator	0.0
111	6	DieselReserveGenerator	0.0
111	7	DieselReserveGenerator	0.0
111	8	DieselReserveGenerator	0.0
111	9	DieselReserveGenerator	0.0
111	10	DieselReserveGenerator	0.0
111	11	DieselReserveGenerator	0.0
111	12	DieselReserveGenerator	0.0
111	13	DieselReserveGenerator	0.0
111	14	DieselReserveGenerator	0.0
111	15	DieselReserveGenerator	0.0
111	16	DieselReserveGenerator	0.0
111	17	DieselReserveGenerator	0.0
111	18	DieselReserveGenerator	0.0
111	19	DieselReserveGenerator	0.0
111	20	DieselReserveGenerator	0.0
111	21	DieselReserveGenerator	0.0
111	22	DieselReserveGenerator	0.0
111	23	DieselReserveGenerator	0.0
111	24	DieselReserveGenerator	0.0
111	1	H2_Grid	0.0
111	2	H2_Grid	0.0
111	3	H2_Grid	0.0
111	4	H2_Grid	0.0
111	5	H2_Grid	0.0
111	6	H2_Grid	0.0
111	7	H2_Grid	0.0
111	8	H2_Grid	0.0
111	9	H2_Grid	0.0
111	10	H2_Grid	0.0
111	11	H2_Grid	0.0
111	12	H2_Grid	0.0
111	13	H2_Grid	0.0
111	14	H2_Grid	0.0
111	15	H2_Grid	0.0
111	16	H2_Grid	0.0
111	17	H2_Grid	0.0
111	18	H2_Grid	0.0
111	19	H2_Grid	0.0
111	20	H2_Grid	0.0
111	21	H2_Grid	0.0
111	22	H2_Grid	0.0
111	23	H2_Grid	0.0
111	24	H2_Grid	0.0
111	1	Direct_Firing	0.0
111	2	Direct_Firing	0.0
111	3	Direct_Firing	0.0
111	4	Direct_Firing	0.0
111	5	Direct_Firing	0.0
111	6	Direct_Firing	0.0
111	7	Direct_Firing	0.0
111	8	Direct_Firing	0.0
111	9	Direct_Firing	0.0
111	10	Direct_Firing	0.0
111	11	Direct_Firing	0.0
111	12	Direct_Firing	0.0
111	13	Direct_Firing	0.0
111	14	Direct_Firing	0.0
111	15	Direct_Firing	0.0
111	16	Direct_Firing	0.0
111	17	Direct_Firing	0.0
111	18	Direct_Firing	0.0
111	19	Direct_Firing	0.0
111	20	Direct_Firing	0.0
111	21	Direct_Firing	0.0
111	22	Direct_Firing	0.0
111	23	Direct_Firing	0.0
111	24	Direct_Firing	0.0
112	1	Power_Grid	0.0
112	2	Power_Grid	0.0
112	3	Power_Grid	0.0
112	4	Power_Grid	0.0
112	5	Power_Grid	0.0
112	6	Power_Grid	0.0
112	7	Power_Grid	0.0
112	8	Power_Grid	0.0
112	9	Power_Grid	0.0
112	10	Power_Grid	0.0
112	11	Power_Grid	0.0
112	12	Power_Grid	0.0
112	13	Power_Grid	0.0
112	14	Power_Grid	0.0
112	15	Power_Grid	0.0
112	16	Power_Grid	0.0
112	17	Power_Grid	0.0
112	18	Power_Grid	0.0
112	19	Power_Grid	0.0
112	20	Power_Grid	0.0
112	21	Power_Grid	0.0
112	22	Power_Grid	0.0
112	23	Power_Grid	0.0
112	24	Power_Grid	0.0
112	1	ElectricBoiler	0.0
112	2	ElectricBoiler	0.0
112	3	ElectricBoiler	0.0
112	4	ElectricBoiler	0.0
112	5	ElectricBoiler	0.0
112	6	ElectricBoiler	0.0
112	7	ElectricBoiler	0.0
